name,author,source
EEG-Based Brain-Computer Interfaces Using Motor-Imagery: Techniques and Challenges.,Natasha Padfield;Jaime Zabalza;Huimin Zhao;Valentin Masero;Jinchang Ren,PubMed
Semisupervised Deep Stacking Network with Adaptive Learning Rate Strategy for Motor Imagery EEG Recognition.,Xian-Lun Tang;Wei-Chang Ma;De-Song Kong;Wei Li,PubMed
Portable brain-computer interface based on novel convolutional neural network.,Yu Zhang;Xiong Zhang;Han Sun;Zhaowen Fan;Xuefei Zhong,PubMed
EEG representation using multi-instance framework on the manifold of symmetric positive definite matrices.,Khadijeh Sadatnejad;Mohammad Rahmati;Reza Rostami;Reza Kazemi;Saeed S Ghidary;Andreas Müller;Fatemeh Alimardani,PubMed
Investigation of Theta Rhythm Effect in Detection of Finger Movement.,Seniha Ketenci;Temel Kayikcioglu,PubMed
Motor Imagery EEG Classification Based on Decision Tree Framework and Riemannian Geometry.,Shan Guan;Kai Zhao;Shuning Yang,PubMed
Feature selection using regularized neighbourhood component analysis to enhance the classification performance of motor imagery signals.,Nitesh Singh Malan;Shiru Sharma,PubMed
Quantifying mode mixing and leakage in multivariate empirical mode decomposition and application in motor imagery-based brain-computer interface system.,Yang Zheng;Guanghua Xu,PubMed
Can a Subjective Questionnaire Be Used as Brain-Computer Interface Performance Predictor?,Sébastien Rimbert;Nathalie Gayraud;Laurent Bougrain;Maureen Clerc;Stéphanie Fleck,PubMed
Walking Imagery Evaluation in Brain Computer Interfaces via a Multi-View Multi-Level Deep Polynomial Network.,Baiying Lei;Xiaolu Liu;Shuang Liang;Wenlong Hang;Qiong Wang;Kup-Sze Choi;Jing Qin,PubMed
Feature extraction of four-class motor imagery EEG signals based on functional brain network.,Qingsong Ai;Anqi Chen;Kun Chen;Quan Liu;Tichao Zhou;Sijin Xin;Ze Ji,PubMed
WaveCSP: a robust motor imagery classifier for consumer EEG devices.,Mohamed Athif;Hongliang Ren,PubMed
Reduce Calibration Time in Motor Imagery Using Spatially Regularized Symmetric Positives-Definite Matrices Based Classification.,Amardeep Singh;Sunil Lal;Hans W Guesgen,PubMed
"Hand (Motor) Movement Imagery Classification of EEG Using
                                Takagi-Sugeno-Kang Fuzzy-Inference Neural Network",Rory Larson Donovan,CrossRef
Object Movement Motor Imagery for EEG based BCI System using Convolutional Neural Networks,Eneo Petoku;Genci Capi,CrossRef
Classification of EEG Signal by STFT-CNN Framework: Identification of Right-/left-hand Motor Imagination in BCI Systems,Yao Lu;Huiping Jiang;Wenqiang Liu,CrossRef
Classification of Motor Imagery Right and Left Hand Movement EEG Signals for BCI Application Based on Statistical Analysis,Htin Lin Kyaw;La Pyae Lynn;HninThidar Aye,CrossRef
Multi-Class Classification of Motor Imagery EEG Signals Using Image-Based Deep Recurrent Convolutional Neural Network,Ward Fadel;Csaba Kollod;Moutz Wahdow;Yahya Ibrahim;Istvan Ulbert,CrossRef
Eeg Right &amp; Left Voluntary Hand Movement-Based Virtual Brain-Computer Interfacing Keyboard with Machine Learning and a Hybrid Bi-Directional Lstm-Gru Model,Biplov Paneru;Bishwash Paneru;Sanjog Sapkota,CrossRef
"Convolutional neural network for high-accuracy functional near-infrared spectroscopy in a brain–computer interface: three-class classification of rest, right-, and left-hand motor execution",Thanawin Trakoolwilaiwan;Bahareh Behboodi;Jaeseok Lee;Kyungsoo Kim;Ji-Woong Choi,CrossRef
EEG Right &amp; Left Voluntary Hand Movement-based Virtual Brain-Computer Interfacing Keyboard Using Hybrid Deep Learning Approach   ,Biplov Paneru;Bipul Thapa;Bishwash Paneru;Sanjog Chhetri Sapkota,CrossRef
EEG Right &amp; Left Voluntary Hand Movement-based Virtual Brain-Computer Interfacing Keyboard Using Hybrid Deep Learning Approach,Biplov Paneru;Bipul Thapa;Bishwash Paneru;Sanjog Chhetri Sapkota,CrossRef
Classification of EEG Motor Imagery Using Deep Learning for Brain-Computer Interface Systems,Alessandro Gallo;Manh Duong Phung,CrossRef
EEG-based left-hand/right-hand/rest motor imagery task classification,Stanislaw Zakrzewski;Bartlomiej Stasiak;Adam Wojciechowski,CrossRef
"Classifying EEG signals preceding right hand, left hand, tongue, and right foot movements and motor imageries",Valerie Morash;Ou Bai;Stephen Furlani;Peter Lin;Mark Hallett,CrossRef
Classification of left and right hand motor imagery EEG signals by using deep neural networks,Nuri Korhan;Leyla Abilzade;Taner Ölmez;Zümray Dokur Ölmez,CrossRef
Classification of motor imagery for Ear-EEG based brain-computer interface,Yong-Jeong Kim;No-Sang Kwak;Seong-Whan Lee,CrossRef
Classification of Visual Imagery and Imagined Speech EEG based Brain Computer Interfaces using 1D Convolutional Neural Network,Diane Le,CrossRef
Development of a CNN-LSTM Deep Learning Model for Motor Imagery EEG Classification for BCI Applications,Aaqib Raza;Mohd Zuki Yusoff,CrossRef
Deep Learning Solutions for Motor Imagery Classification: A Comparison Study,Na Lu;Tao Yin;Xue Jing,CrossRef
Rank-based Discriminative Feature Learning for Motor Imagery Classification in EEG signals,Byung Hyung Kim;Jin Woo Choi;Sungho Jo,CrossRef
Adaboost for improving classification of left and right hand motor imagery tasks,Pei Xiaomei;Meng Chongxun;Xu Jin;Bin Guangyu,CrossRef
Classification of Motor Imagery Hand Movement Directions from EEG extracted Phase Locking Value features for Brain Computer Interfaces,VK Benzy;A. P. Vinod,CrossRef
EEG-Transformer: Self-attention from Transformer Architecture for Decoding EEG of Imagined Speech,Young-Eun Lee;Seo-Hyun Lee,CrossRef
Bi-Directional Imagined Hand Movement Classification Using Low Cost EEG-Based BCI,Neethu Robinson;A.P. Vinod,CrossRef
A Genetic-Based Feature Selection Approach in the Identification of Left/Right Hand Motor Imagery for a Brain-Computer Interface,Charles Yaacoub;Georges Mhanna;Sandy Rihana,CrossRef
Deep recurrent spatio-temporal neural network for motor imagery based BCI,Wonjun Ko;Jeeseok Yoon;Eunsong Kang;Eunji Jun;Jun-Sik Choi;Heung-Il Suk,CrossRef
Generic BCI Classifiers for Discrimination of Motor Imagery of Left/Right Steps and Forward Walking,Bilal Alchalabi;Jocelyn Faubert;David Labbe,CrossRef
Deep learning for hybrid EEG-fNIRS brain–computer interface: application to motor imagery classification,Antonio Maria Chiarelli;Pierpaolo Croce;Arcangelo Merla;Filippo Zappasodi,CrossRef
Pioneering EEG Motor Imagery Classification Through Counterfactual Analysis,Kang Yin;Hye-Bin Shin;Hee-Dong Kim,CrossRef
EEG right &amp; left voluntary hand movement-based virtual brain-computer interfacing keyboard using hybrid deep learning approach,Biplov Paneru;Bipul Thapa;Bishwash Paneru;Sanjog Chhetri Sapkota,CrossRef
Classification of EEG Signals from Motor Imagery of Hand Grasp Movement Based on Neural Network Approach,Muhammad Mahdi Ramadhan;Sastra Kusuma Wijaya;Prawito Prajitno,CrossRef
Decoding trajectories of imagined hand movement using electrocorticograms for brain-machine interface,Sang Jin Jang;Jaeseung Jeong;Yu Jin Yang;June Sic Kim;Chun Kee Chung,CrossRef
EEG Signal Processing For Motor Imagery Direction of Hand Movement Using the Brain Computer Interface,Yolanda Sari Silaen;Inung Wijayanto;Hilman Fauzi,CrossRef
Towards sign language recognition using EEG-based motor imagery brain computer interface,Duaa AlQattan;Francisco Sepulveda,CrossRef
An Unsupervised Deep-Transfer-Learning-Based Motor Imagery EEG Classification Scheme for Brain–Computer Interface,Xuying Wang;Rui Yang;Mengjie Huang,CrossRef
Closed Loop Feedback fNIRS Brain Computer Interface for Increasing Classification Accuracy in a Left Versus Right Hand Movement Task,Antonio Ortega-Martinez;Alexander von Lühmann;David A. Boas;Meryem A. Yücel,CrossRef
Classification of left and right foot movement intention based on steady-state somatosensory evoked potentials,Young-Jin Kee;Dong-Ok Won;Seong-Whan Lee,CrossRef
Motor Imagery Classification based on Multi-Kernel CNN with the amalgamated Cross Entropy Loss,Jinhyo Shin;Wonzoo Chung,CrossRef
Classification of Left and Right Hand Motor Imagery Tasks Based on EEG Frequency Component Selection,Xiaomei Pei;Chongxun Zheng,CrossRef
Generalized Sequential Forward Selection Method for Channel Selection in EEG Signals for Classification of Left or Right Hand Movement in BCI,Moein Radman;Ali Chaibakhsh;Nader Nariman-zadeh;Huiguang He,CrossRef
Deep learning classification features visualization for arm movement brain-computer interface,Seokbeen Lim;Dong Pyo Jang;Hoseok Choi,CrossRef
Electroencephalography (EEG) brain computer interface (BCI) for mental states detection,;Aung Phyo Wai Aung,CrossRef
Mu-Beta event-related (de)synchronization and EEG classification of left-right foot dorsiflexion kinaesthetic motor imagery for BCI,Madiha Tariq;Pavel M. Trivailo;Milan Simic,CrossRef
Data augmentation and feature extraction using deep learning for motor imagery EEG-based brain–computer interface classification,Marzieh Anjerani;Mir Mohsen Pedram;Mitra Mirzarezaee,CrossRef
Comparison of Using Mono-Polar and Bipolar Electroencephalogram (EEG) Electrodes for Detection of Right and Left Hand Movements in a Self-Paced Brain Computer Interface (BCI),Ali Bashashati;Rabab K. Ward;Gary E. Birch,CrossRef
Motor Imagery Classification Emphasizing Corresponding Frequency Domain Method based on Deep Learning Framework,Byoung-Hee Kwon;Byeong-Hoo Lee;Ji-Hoon Jeong,CrossRef
EEG function network analysis of left and right hand motor imagery,Rui Zhang;Yamin Yan;Yuxia Hu;Li Shi;Hong Wan;Li Shi,CrossRef
Recognition of motor imagery left and right hand movement using EEG,Atanu Dey;Sourav Bhattacharjee;Debasis Samanta,CrossRef
Proposal of a Deep Learning Method for the Classification of EEG Motor Imagery Signals: Applications to Brain-Computer Interfaces,,CrossRef
Optimized Time Window Segmentation for Motor Imagery EEG Classification: An Ant Colony Optimization-Based Approach,Rosi Indah Agustin;Pisut Raphisak,CrossRef
Classification of EEG signals recorded during right/left hand movement imagery using Fourier Transform based features,Onder Aydemir;Temel Kayikcioglu,CrossRef
Decoding EEG-Based Motor Imagery of Hand Grasp Types for an Amputee Due to Birth Trauma,Seong-Ho Ahn;Zion Kim;Jun Ha Jung;Hyeon-Jun Lee;Heejin Kim;Jungu Cho;Jaeseung Jeong,CrossRef
Exploring a Deeper Convolutional Neural Network Architecture with high dropout for Motor Imagery BCI Decoding,Ramtin Alami;Andi Partovi;Farhad Goodarzy,CrossRef
Interpretable Convolutional Neural Networks for Subject-Independent Motor Imagery Classification,Ji-Seon Bang;Seong-Whan Lee,CrossRef
The Promise of Deep Learning for BCIs: Classification of Motor Imagery EEG using Convolutional Neural Network,Navneet Tibrewal;Nikki Leeuwis;Maryam Alimardani,CrossRef
Transformed wavelets for motor imagery EEG classification using hybrid CNN-modified vision transformer: an exploratory study of MI EEG,Balendra;Neeraj Sharma;Shiru Sharma,CrossRef
Hybrid Zero-Training BCI based on Convolutional Neural Network for Lower-limb Motor-Imagery,Ji Hyeok Jeong;Dong-Joo Kim;Hyungmin Kim,CrossRef
Effects of Input Neuron Mapping Coordinates in Spiking Neural Network on the Motor Imagery EEG Signals Classification,Gege Zhan;Haolong Su;Pengchao Wang;Lan Niu;Jianxiong Bin;Wei Mu;Xueze Zhang;Haifeng Jiang;Lihua Zhang;Xiaoyang Kang,CrossRef
Hybrid MI-SSSEP Paradigm for classifying left and right movement toward BCI for exoskeleton control,Jaehyung Lee;Kabmun Cha;Hyungmin Kim;Junhyuk Choi;Choonghyun Kim;Songjoo Lee,CrossRef
Motor Imagery EEG Signal Classification for Stroke Survivors Rehabilitation,Alex Efstathios Voinas;Rig Das;Muhammad Ahmed Khan;Iris Brunner;Sadasivan Puthusserypady,CrossRef
Identification of Imagined Bengali Vowels from EEG Signals Using Activity Map and Convolutional Neural Network,Rajdeep Ghosh;Nidul Sinha;Souvik Phadikar,CrossRef
Exploring differences between left and right hand motor imagery via spatio-temporal EEG microstate,Weifeng Liu;Xiaoming Liu;Ruomeng Dai;Xiaoying Tang,CrossRef
Deep Neural Network for Drowsiness Detection from EEG,Chungho Lee;Rock-Hyun Choi;Jinung An,CrossRef
Subject-Independent Object Classification Based on Convolutional Neural Network from EEG Signals,Jenifer Kalafatovich;Minji Lee,CrossRef
Data Augmentation and Feature Extraction Using Deep Learning for Motor Imagery Eeg-Based Brain-Computer Interface Classification,Marzieh Anjerani;Mir Mohsen Pedram;Mitra Mirzarezaee;Ehsan Malekian,CrossRef
Artificial Neural Network Based Classification Of Motor Imagery EEG Signals For Efficient Brain Computer Interface System,Shobana. G;Senthil Kumar. J,CrossRef
A novel hybrid CNN-Transformer model for EEG Motor Imagery classification,Yaxin Ma;Yonghao Song;Fei Gao,CrossRef
Towards User-Centered Design for Motor Imagery Brain-Computer Interface: From MI-BCI Illiteracy to MI-BCI Unfamiliarity,Zaid Shuqfa;Abderrahmane Lakas,CrossRef
EEG-based discrimination between imagination of right and left hand movement,G. Pfurtscheller;Ch. Neuper;D. Flotzinger;M. Pregenzer,CrossRef
Electroencephalography-based a Motor Hotspot Identification Approach Using Deep-Learning,Ga-Young Choi;Won-Seok Kim;Han-Jeong Hwang,CrossRef
Mixing hand-crafted and learned features for EEG-based motor imagery classification,Paul Augusto Bustios Belizario,CrossRef
Motor Imagery Classification of Single-Arm Tasks Using Convolutional Neural Network based on Feature Refining,Byeong-Hoo Lee;Ji-Hoon Jeong;Kyung-Hwan Shim;Dong-Joo Kim,CrossRef
A CNN-LSTM Deep Learning Classifier for Motor Imagery EEG Detection Using a Low-invasive and Low-Cost BCI Headband,Francisco M. Garcia-Moreno;Maria Bermudez-Edo;Maria Jose Rodriguez-Fortiz;Jose Luis Garrido,CrossRef
Classification of EEG signals recorded during right/left hand movement imagery using Fast Walsh Hadamard Transform based features,Kubra Saka;Onder Aydemir;Mehmet Ozturk,CrossRef
Classification of Left/Right Hand and Foot Movements from EEG using Machine Learning Algorithms,Dalila Cherifi;Baha Eddine Berghouti;Larbi Boubchir,CrossRef
Classification of Visual Perception and Imagery based EEG Signals Using Convolutional Neural Networks,Ji-Seon Bang;Ji-Hoon Jeong;Dong-Ok Won,CrossRef
MI-BMInet: An Efficient Convolutional Neural Network for Motor Imagery Brain&amp;#x2013;Machine Interfaces with EEG Channel Selection_supp1-3353146.pdf,Xiaying Wang,CrossRef
Convolutional neural network based features for motor imagery EEG signals classification in brain–computer interface system,Samaneh Taheri;Mehdi Ezoji;Sayed Mahmoud Sakhaei,CrossRef
100 Years of EEG: Unleashing the Brain's Secrets and Motor of Brain-Computer Interface (BCI) Research,Andrea Kübler,CrossRef
Decoding 3D Representation of Visual Imagery EEG using Attention-based Dual-Stream Convolutional Neural Network,Hyung-Ju Ahn;Dae-Hyeok Lee,CrossRef
Learning suite of kernel feature spaces enhances SMR-based EEG-BCI classification,Berdakh Abibullaev,CrossRef
Calibration-free online test-time adaptation for electroencephalography motor imagery decoding,Martin Wimpff;Mario Döbler;Bin Yang,CrossRef
EEG Motor Imagery Classification using Fusion Convolutional Neural Network,Wassim Zouch;Amira Echtioui,CrossRef
Development of a brain computer interface based on EEG pattern recognition method during right and left motor imagery,K. Inoue;S. Matsuoka,CrossRef
Incorporating hand-crafted features into deep learning models for motor imagery EEG-based classification,Paul Bustios;João Luís Garcia Rosa,CrossRef
A Robust EEG Brain-Computer Interface Approach for Decoding Hand and Foot Motor Imagery,Mohamed A. Hanafy;Saykhun Yusufjonov;Djaykhun Yusufjonov;Payman Sharafianardakani;Madan M. Rayguru;Dan O. Popa,CrossRef
Motor imagery classification in Brain computer interface (BCI) based on EEG signal by using machine learning technique,N. E. Md Isa;A. Amir;M. Z. Ilyas;M. S. Razalli,CrossRef
Simple Convolutional Neural Network for Left-Right Hands Motor Imagery EEG Signals Classification,Geliang Tian;Yue Liu,CrossRef
Classification of Working Memory Performance from EEG with Deep Artificial Neural Networks,Youngchul Kwak;Woo-Jin Song;Seong-Eun Kim,CrossRef
Motor Imagery Hand Movement Classification Using Attention Network Integrated Inception Model,Mohammad Rakin Uddin;Atik Jawad;Talha Ibn Mahmud,CrossRef
VIGNet: A Deep Convolutional Neural Network for EEG-based Driver Vigilance Estimation,Wonjun Ko;Kwanseok Oh;Eunjin Jeon;Heung-Il Suk,CrossRef
Classification of EEG based BCI signals imagined hand closing and opening,Ebru Yavuz;Önder Aydemir,CrossRef
Towards accurate BCI-based classification via deep learning: a study of hand movement application,Bowen Tan,CrossRef
A combined feature extraction method for left-right hand motor imagery in BCI,Jie Hong;Xiansheng Qin;Jing Bai;Peipei Zhang;Yan Cheng,CrossRef
Classification and recognition of left and right hand motion imagination based on CNN-LSTM,Chen Fan;Yuanyuan Yan;Ming Jing;Xiaodong Zhang;Ye Liu;Junzi Zhang;Xiaoqi Zhang;Fuhua Huang,CrossRef
Importance of Reliable EEG Data in Motor Imagery Classification: Attention Level-based Approach,Seho Lee;Young-Tak Kim;Seung-Ouk Hwang;Hakseung Kim;Dong-Joo Kim,CrossRef
EEG Signal Classification of Motor Imagery Right and Left Hand using Common Spatial Pattern and Multilayer Perceptron Back Propagation,Synatria Subekti;Rahmat Widadi;Dodi Zulherman,CrossRef
Hybrid CNN-RNN in Motor Imagery Identification of Brain-Computer Interface,Affifah Jayanthi;Esmeralda Contessa Djamal,CrossRef
Sparse Multitask Learning for Efficient Neural Representation of Motor Imagery and Execution,Hye-Bin Shin;Kang Yin;Seong-Whan Lee,CrossRef
